,Unnamed: 0.1,Unnamed: 0,run,hr,min,sec,AoA,rounded_AoA,AoS,dPb,pBar,temp,B1,B2,B3,B4,B5,B6,rpmWT,rho,q,V,rounded_v,Re,rpsM1,rpsM2,iM1,iM2,dPtQ,pInf,nu,rounded_J,J_M1,J_M2,FX,FY,FZ,MX,MY,MZ,CFX,CFY,CFZ,CMX,CMY,CMZ,CN,CT,CL,CD,CYaw,CMroll,CMpitch,CMpitch25c,CMyaw,delta_e,CL_strut_cor,CD_strut_cor,CMpitch25c_strut_cor,Drag coefficient,Thrust coefficient,CL_thrust_cor,V cor,q cor,CDbcor,CMbcor,CL cor,CLa,CM25ca,dAoA,dCD,dCM25c,AoA cor,CD cor,CM cor,CT cor
10,10,36.0,101.0,11.0,1.0,37.0,5.001,5,-0.005,417.44,100717.0,286.95,-443.5,38.1,1643.3,1586.7,-1000.6,-46.5,0.0,1.2227537429965687,978.3422843285324,40.00284777237295,40,452466.740320811,123.04,123.03,11.63,11.75,0.0,100717.0,1.458594557278281e-05,1.6,1.6000033186655316,1.600133368516679,-4.026240354904419,0.0369493589853355,173.44134729337392,-0.8530941270929537,-9.88018390518365,0.3094501315172736,-0.0189500191966382,0.000173906920689,0.8163240569323285,-0.0028750015518435,-0.2818672674435947,0.0010428739104816,0.8115645230821401,-0.0900394026438797,0.8163240569323283,-0.0189500039482401,-0.0001755606211662,-0.002906137925894,-0.2765261482835012,-0.4794172790540363,0.0007855667357853,0,0.8103240569323283,-0.0269500039482401,-0.4746172790540363,0.040109935279270606,0.06724093026558164,0.8044636237119881,40.23264667272102,989.7557833537558,0.039647402283847735,-0.469144167461314,0.7951868456021878,6.15381504171912,-3.6483363888868117,0.0030176660786420343,0.0020344556035644845,-0.020918605777944608,5.003017666078642,0.04168185788741222,-0.4900627732392586,0.06881885736271709
11,11,41.0,106.0,11.0,4.0,59.0,6.005,6,-0.005,417.39,100714.0,287.11,-286.7,29.3,1819.4,1763.1,-977.4,-38.7,0.0,1.2220359284314344,978.2241967698388,40.012179743833045,40,452110.5506531386,123.03,123.04,11.32,11.38,0.0,100714.0,1.4600842257558903e-05,1.6,1.600506651914209,1.6003765717246845,-2.582342703664867,-0.0061578127853282,195.60795932928852,-0.8987857536879691,-11.256983778489277,0.2591664334965259,-0.0121555959893204,-2.898603825514414e-05,0.9207652115762096,-0.0030293519631759,-0.3211841315337896,0.0008735189013404,0.9144411001272746,-0.1084149794117832,0.9207652115762096,-0.0121555984725444,2.792526228334057e-05,-0.0031122375821545,-0.3177580407226292,-0.5463683157544479,0.0005431381853112,0,0.9161652115762096,-0.0195555984725444,-0.5424683157544479,0.04681404392082626,0.06646838369268121,0.9092173735729289,40.23427100882977,989.716230108178,0.046270465330241956,-0.5361694759658334,0.898660048098176,5.904957963867195,-3.82072892127397,0.0033403480096510867,0.002492810619202343,-0.02396611588175972,6.003340348009651,0.048763275949444296,-0.5601355918475931,0.06842835263624703
12,12,1.0,66.0,10.0,29.0,19.0,7.001,7,-0.005,418.23,100737.0,286.75,-105.5,25.4,1975.1,1921.7,-944.6,-37.0,0.0,1.2238495582411162,980.2080984635144,40.023044640108,40,453346.70378556807,123.03,123.03,13.43,11.94,0.0,100737.0,1.4564983630753098e-05,1.6,1.600941253049957,1.600941253049957,-0.914488130923415,-0.0461178209260391,215.6642000541801,-0.9006091294095788,-12.757151823310618,0.2484679094289699,-0.0042959633532161,-0.0002166462985456,1.0131192179584612,-0.003029353915143,-0.3632502140761388,0.0008357646060167,1.0050418052063297,-0.1277496570856384,1.0131192179584612,-0.0042959822428143,0.0002162714041958,-0.0031692428108943,-0.3620393840532863,-0.6132998353548686,0.0004432447237463,0,1.0070192179584612,-0.0104959822428143,-0.6110998353548687,0.054987501563112426,0.06536979083788164,0.9990526444705167,40.24348315994143,992.1776259149126,0.05432413807632088,-0.603727590644069,0.9870001775119368,5.081843952859432,-3.850294768575556,0.003635766776249538,0.0029532341950717837,-0.026157026920943384,7.00363576677625,0.057277372271392665,-0.6298846175650124,0.06767685807550439
13,13,44.0,109.0,11.0,7.0,2.0,8.005,8,-0.005,417.48,100714.0,287.17,156.5,12.4,2090.1,2038.6,-872.6,-33.1,0.0,1.2217806017757744,978.4367545420748,40.020707710626496,40,452038.9630383235,123.03,123.04,11.21,11.37,0.0,100714.0,1.4606266967652224e-05,1.6,1.6008477747340006,1.6007176668199292,1.4967957154181704,-0.2036461027020263,231.62832642162888,-1.0460020327305408,-14.642876546162835,0.2230973036701669,0.0070441817687313,-0.0009583940875499,1.090083314171662,-0.0035247776470781,-0.4176996232789817,0.0007517847618777,1.0804424243179636,-0.1448289338018702,1.0900833141716617,0.0070440981062473,0.0009590088047246,-0.0038626192012435,-0.4196850468198099,-0.6897956528993008,0.0002065528241646,0,1.0833833141716618,0.0024440981062473005,-0.6895956528993008,0.06472095761798602,0.06439122914363375,1.0744217871371122,40.25555712318849,990.9790168774937,0.0639018209710749,-0.6808678297701288,1.0608234367344729,4.212909545170863,-4.365425792528641,0.00388276290755155,0.003368120333077899,-0.03082279104078695,8.003882762907551,0.0672699413041528,-0.7116906208109158,0.0669652631518251
14,14,48.0,113.0,11.0,9.0,27.0,9.001,9,-0.005,416.89,100713.0,287.37,455.9,10.6,2176.0,2121.5,-795.2,-21.9,0.0,1.2209181602056944,977.0433339083368,40.006322728041695,40,451313.10824102734,123.02,123.03,12.08,11.74,0.0,100713.0,1.4624499985072003e-05,1.6,1.600402450726664,1.600272368433668,4.252259151538903,-0.0923961832007982,243.85578932355665,-0.9912309268871126,-16.9923710724325,0.150746847865681,0.0200404135629898,-0.0004354526986709,1.1492645893900433,-0.003344975747845,-0.4854121007369467,0.0005087054252416,1.1382474540328251,-0.1600107746041875,1.1492645893900433,0.020040375486265,0.0004372015530113,-0.0035045944886055,-0.4910605507858243,-0.7756224142940307,-4.585874925796586e-05,0,1.1582645893900432,0.012440375486265,-0.7746224142940307,0.07610452103600704,0.06392152349479276,1.1482650600575788,40.272130277627355,990.3827093655242,0.07507947610086364,-0.7641890948064147,1.132799181447591,4.140468272462575,-4.937260238146964,0.003975945962029573,0.0035317243631809965,-0.03360084307871438,9.00397594596203,0.07861120046404464,-0.7977899378851291,0.06645944899721107
15,15,37.0,102.0,11.0,2.0,7.0,10.001,10,-0.005,417.19,100717.0,286.95,806.4,25.4,2252.2,2204.1,-698.0,-27.4,0.0,1.2227537429965687,977.75184884878,39.990774970431566,40,452330.1865091415,123.04,123.04,11.04,11.01,0.0,100717.0,1.458594557278281e-05,1.6,1.5995204399644525,1.5995204399644525,7.477556639739121,0.0779433623885193,255.96091556219875,-0.7234867237805034,-19.69288879428865,0.1869523928926502,0.0352153368206227,0.0003670720118462,1.2054405320763013,-0.0024396856729885,-0.5621487169128979,0.000630426322252,1.193239212585326,-0.1746630409346442,1.205440532076301,0.0352153687196086,-0.0003639988925788,-0.0024102089615553,-0.5720742641258074,-0.8703840672721389,0.0002022769981981,0,1.215340532076301,0.025715368719608597,-0.8667840672721389,0.08922776030643875,0.06388766089971484,1.2042465561856628,40.28880615290477,991.9218571581389,0.08795310535671307,-0.8544017033318431,1.1870434029488175,3.107964954993069,-5.429442775328911,0.004038610548883791,0.003643928154333784,-0.03599812191800626,10.004038610548884,0.09159703351104685,-0.8903998252498493,0.0662934839625017
16,16,40.0,105.0,11.0,4.0,22.0,11.001,11,-0.005,417.05,100719.0,287.17,1171.5,27.7,2337.1,2295.4,-555.1,-21.4,0.0,1.2218412577224045,977.4212075066956,39.99894013733059,40,451815.5250487242,123.03,123.03,11.57,11.07,0.0,100719.0,1.4605541867771978e-05,1.6,1.599977061214288,1.599977061214288,10.836388449634637,0.190277998596908,270.2621603444673,-0.5163420926192887,-21.997913042671385,0.1481913359470972,0.0510509217554805,0.0008964118685213,1.2732223900369422,-0.0017417576562355,-0.6281598355550426,0.0004998883446907,1.2595673180294336,-0.1928512962248547,1.2732223900369417,0.0510509997877856,-0.0008919568317596,-0.0015571291230051,-0.6425486893867581,-0.9574405188941164,0.0001935614017132,0,1.2680223900369416,0.042450999787785604,-0.9563405188941164,0.10417970345724753,0.0635518668218161,1.255896122174367,40.30850406737039,992.5562695519637,0.10259111213597684,-0.9417576951954661,1.2367455044062674,2.8477206464428977,-4.987967257324141,0.004196085841822634,0.003933639745534091,-0.03562878872724649,11.004196085841823,0.10652475188151093,-0.9773864839227127,0.06594080680209166
17,17,2.0,67.0,10.0,30.0,3.0,12.001,12,-0.005,417.88,100735.0,286.75,1599.2,42.8,2427.5,2377.1,-321.5,-20.5,0.0,1.2238252603255888,979.381464821774,40.00656201139907,40,453151.0058192181,123.04,123.04,13.48,12.95,0.0,100735.0,1.4565272804995035e-05,1.6,1.6001518779581585,1.6001518779581585,14.77015766357139,0.44352930118806,286.5454743664416,-0.4047065925344235,-23.731278949387715,0.1426258857211672,0.0694438886014693,0.0020853128371917,1.347232199845513,-0.0013624493120924,-0.6763004942828421,0.0004801516542403,1.3322264367820886,-0.2122022033428802,1.347232199845513,0.069444070314921,-0.0020792527067517,-0.0008576032237166,-0.6958734604161169,-1.028930069611639,0.000291337068985,0,1.330332199845513,0.060344070314921006,-1.027230069611639,0.12104883805510297,0.06188443125579648,1.317465703107825,40.339354319747514,996.0698231701049,0.11902076096640711,-1.0100196460960456,1.2953926121922454,3.360231756785371,-4.096049535400492,0.00438082429917208,0.004287632218626055,-0.02977557630845715,12.004380824299172,0.12330839318503317,-1.0397952224045026,0.06419446619145966
18,18,43.0,108.0,11.0,6.0,24.0,13.001,13,-0.005,417.49,100714.0,287.17,2180.3,-12.5,2438.6,2393.4,-28.3,19.6,0.0,1.2217806017757744,978.4603721185974,40.02119071906764,40,452044.4186798492,123.03,123.03,11.21,11.52,0.0,100714.0,1.4606266967652224e-05,1.6,1.6008670953065844,1.6008670953065844,20.113964035657368,0.056979962713117,295.4227272017431,-0.7385307883154762,-26.20971010158324,-0.1192820577290447,0.0946575389968496,0.0002681511726377,1.3902773352423738,-0.0024886127361234,-0.7476346433096047,-0.0004019424142527,1.375934081523127,-0.2205368946019812,1.3902773352423738,0.0946575620370247,-0.0002598907430405,-0.0022607539595254,-0.7743141516487341,-1.1182976720295157,-0.0009002365111092,0,1.3608773352423738,0.0825575620370247,-1.1098976720295157,0.1399231112053778,0.05889874694458175,1.3476280000176577,40.35864249106585,996.0849040780776,0.13744733897430322,-1.090259359158444,1.3237833331036617,1.6266684855579614,-5.120386443747464,0.0045745148403578415,0.004675154166845715,-0.037816330899745565,13.004574514840359,0.14212249314114894,-1.1280756900581896,0.06115598165987027
19,19,3.0,68.0,10.0,30.0,52.0,14.001,14,-0.005,417.6,100737.0,286.81,2663.2,-43.0,2491.8,2484.1,266.2,25.6,0.0,1.2235935316956874,978.720166071168,39.99683993518305,40,452881.3834010831,123.04,123.04,14.35,13.78,0.0,100737.0,1.4570402579740448e-05,1.6,1.599763021787256,1.599763021787256,24.551648228252347,-0.3544954606866998,311.49593279611923,-0.5700839515518955,-27.78941665656741,-0.1595805723764485,0.1155108812676876,-0.0016678343827928,1.46552970187865,-0.0019204908133749,-0.7924855180635458,-0.0005375927920928,1.4499375858059411,-0.2424893153254401,1.4655297018786495,0.1155107352818482,0.0016779146024294,-0.0021894899285594,-0.8250426028208837,-1.187526999272369,-0.0010513443511964,0,1.4321297018786494,0.1044107352818482,-1.1863269992723688,0.16088992955214793,0.05823476474320242,1.4180414372021732,40.41379868502372,999.0745629697146,0.15761207862443602,-1.1621576614775242,1.3891513229892727,3.7453099356993627,-3.9665482695455427,0.004732803959099987,0.005004294804390177,-0.03149334148274854,14.0047328039591,0.1626163734288262,-1.1936510029602727,0.06001406133281473
20,20,6.0,71.0,10.0,33.0,29.0,-4.994,-5,-0.005,417.19,100732.0,287.01,255.9,19.3,-703.1,-744.8,619.4,-38.0,0.0,1.2226801932247882,977.75184884878,39.99197776579732,40,452243.0317410026,109.36,109.37,8.42,7.31,0.0,100732.0,1.4589195310959976e-05,1.8,1.7996608833372207,1.7994963353914093,2.3620201004911645,-0.1610182144522527,-73.61437648900962,-0.884708840705468,5.186644846757673,0.2422986456919247,0.0111238653778728,-0.0007583106259679,-0.3466847779024042,-0.0029833463593593,0.1480567821280402,0.0008170606523229,-0.3463370482170385,-0.0190977653795709,-0.3466847779024042,0.0111237991604305,0.0007592813634612,-0.0031138154826332,0.1449214876522121,0.2315057497064717,0.0010850210051653,0,-0.3694847779024042,0.0050237991604305,0.2302057497064717,0.03355374346814875,0.028635459851697978,-0.3669890331301087,40.246701271182545,989.8496722124894,0.033143653660510024,0.22739220278572136,-0.3625037374090899,5.283624223404027,-4.280315214916281,-0.0007271533552499076,0.00011812936780287136,0.0056003085006935205,-5.00072715335525,0.0332617830283129,0.23299251128641488,0.028342384170412866
21,21,4.0,69.0,10.0,31.0,43.0,7.005,7,-0.005,417.58,100734.0,286.87,730.7,29.4,1814.8,1756.8,-236.2,-38.4,0.0,1.223301180620922,978.6729307237704,40.0006536813293,40,452742.67270186334,109.36,109.37,8.2,7.37,0.0,100734.0,1.4576256371174228e-05,1.8,1.8000513042836783,1.799886720640606,6.778721652055665,0.0037317359783313,213.13098001326765,-0.945762417069844,-11.678405066121528,0.2558654447368731,0.0318941480689493,1.7557962394138352e-05,1.0027895204344393,-0.0031862249291284,-0.3330553387099862,0.0008619975205284,0.9991938922623272,-0.0906400829646437,1.0027895204344393,0.0318941494797267,-1.4774672851206456e-05,-0.0032626553041665,-0.3420447990149206,-0.5918432720805025,0.0004576628947454,0,0.9966895204344393,0.0256941494797267,-0.5896432720805025,0.054987501563112426,0.02954890265971076,0.9930884150689577,40.26893229020726,991.8770071708516,0.054255496315461525,-0.5817938161653328,0.9798682121037906,6.4098880943275685,-3.9315296286872647,0.003635766776249538,0.0029532341950717837,-0.026558609625223245,7.00363576677625,0.05720873051053331,-0.608352425790556,0.03178681264883092
22,22,7.0,72.0,10.0,34.0,31.0,12.001,12,-0.005,417.15,100732.0,287.08,2319.8,45.1,2247.6,2197.8,355.4,-20.0,0.0,1.2223820616463927,977.6573797088016,39.99492209973242,40,452080.2919301049,109.36,109.36,8.78,7.57,0.0,100732.0,1.4595521616434375e-05,1.8,1.7997933799754595,1.7997933799754595,21.4000406625534,0.4895542403872349,281.15056309297364,-0.3697990668562262,-21.9441751885506,0.1378792231922694,0.1007926112845525,0.0023057643222331,1.3241983912605315,-0.0012471281543202,-0.6264739545320739,0.000464990522017,1.316214356885307,-0.1767492479065626,1.3241983912605313,0.1007928121166584,-0.0022969684988216,-0.0006808732097675,-0.6548826512062853,-0.983936240427612,0.0003132545520237,0,1.3072983912605314,0.0916928121166584,-0.9822362404276119,0.12104883805510297,0.030032238700658954,1.3010543377332349,40.384072361886695,996.5220735208147,0.11875731905428298,-0.9636419850477357,1.2764246859008248,3.401007673309057,-4.496651774028414,0.00438082429917208,0.004287632218626055,-0.032485769703555864,12.004380824299172,0.12304495127290904,-0.9961277547512916,0.03207294627516876
